RULE_ID	SOURCE_PATH	SOURCE_LINE	SOURCE_HEADING	SOURCE_RULE	RULE_CATEGORY	RULE_STRENGTH	TARGET_PATH	TARGET_LINE	TARGET_HEADING	TARGET_RULE	SEMANTIC_MATCH	STRENGTH_PRESERVED	EXCEPTION_PRESERVED	MIGRATION_STATUS	NOTES
NKTB_074	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	116	General Paragraph	```	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	251	Normative Rules	```	YES	YES	YES	PRESERVED_EXACT	none
NKTB_075	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	118	2.3 Future Bank Mutation Input	Do not mix this with Finance Events for the current personal finance command center.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	79	Normative Rules	Do not mix this with Finance Events for the current personal finance command center.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_076	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	120	General Paragraph	---	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	252	Normative Rules	---	YES	YES	YES	PRESERVED_EXACT	none
NKTB_077	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	135	3. Clarification Layer	 AIRO resolves pending candidate	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	28	Normative Rules	 AIRO resolves pending candidate	YES	YES	YES	PRESERVED_EXACT	none
NKTB_078	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	169	3.2 Missing Category Policy	 Dashboard Data Status = Warning	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	216	Normative Rules	 Dashboard Data Status = Warning	YES	YES	YES	PRESERVED_EXACT	none
NKTB_079	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	170	3.2 Missing Category Policy	 Action Required: transaksi butuh kategori	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	253	Normative Rules	 Action Required: transaksi butuh kategori	YES	YES	YES	PRESERVED_EXACT	none
NKTB_080	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	173	3.2 Missing Category Policy	Missing category transactions must not be included in final clean category breakdown.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	254	Normative Rules	Missing category transactions must not be included in final clean category breakdown.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_081	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	190	3.3 Critical Missing Fields	Critical missing fields must not enter clean ledger/dashboard metrics.	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	217	Normative Rules	Critical missing fields must not enter clean ledger/dashboard metrics.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_082	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	196	4. Email-to-Telegram Clarification Bridge	Email ambiguity must not go directly to Review Queue if Telegram clarification can resolve it.	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	218	Normative Rules	Email ambiguity must not go directly to Review Queue if Telegram clarification can resolve it.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_083	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	204	4. Email-to-Telegram Clarification Bridge	 pending email candidate stored	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	29	Normative Rules	 pending email candidate stored	YES	YES	YES	PRESERVED_EXACT	none
NKTB_084	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	209	4. Email-to-Telegram Clarification Bridge	 Audit + Reconciliation	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	219	Normative Rules	 Audit + Reconciliation	YES	YES	YES	PRESERVED_EXACT	none
NKTB_085	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	248	5. Email Security Policy	Email ingestion is high-risk if implemented carelessly. It is allowed only with strict guardrails.	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	255	Normative Rules	Email ingestion is high-risk if implemented carelessly. It is allowed only with strict guardrails.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_086	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	253	5.1 Default Mode	email_ingestion_enabled = false	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	256	Normative Rules	email_ingestion_enabled = false	YES	YES	YES	PRESERVED_EXACT	none
NKTB_087	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	254	5.1 Default Mode	email route mode = disabled / dry_run first	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	257	Normative Rules	email route mode = disabled / dry_run first	YES	YES	YES	PRESERVED_EXACT	none
NKTB_088	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	260	5.2 Allowed v1 Behavior	read-only design	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	258	Normative Rules	read-only design	YES	YES	YES	PRESERVED_EXACT	none
NKTB_089	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	263	5.2 Allowed v1 Behavior	negative keyword hard-block	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	259	Normative Rules	negative keyword hard-block	YES	YES	YES	PRESERVED_EXACT	none
NKTB_090	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	264	5.2 Allowed v1 Behavior	metadata-only parsing	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	260	Normative Rules	metadata-only parsing	YES	YES	YES	PRESERVED_EXACT	none
NKTB_091	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	273	5.3 Sensitive Email Hard-Block	Hard-block keywords:	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	261	Normative Rules	Hard-block keywords:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_092	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	296	5.3 Sensitive Email Hard-Block	OTP/security email must not enter finance parser.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	262	Normative Rules	OTP/security email must not enter finance parser.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_093	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	297	5.3 Sensitive Email Hard-Block	OTP/security content must not be sent to Telegram.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	263	Normative Rules	OTP/security content must not be sent to Telegram.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_094	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	298	5.3 Sensitive Email Hard-Block	OTP/security content must not enter Review Queue.	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	220	Normative Rules	OTP/security content must not enter Review Queue.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_095	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	299	5.3 Sensitive Email Hard-Block	OTP/security content must not enter Finance Events.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	264	Normative Rules	OTP/security content must not enter Finance Events.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_096	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	300	5.3 Sensitive Email Hard-Block	OTP/security content must not be stored in full.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	265	Normative Rules	OTP/security content must not be stored in full.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_097	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	301	5.3 Sensitive Email Hard-Block	Only skipped_sensitive count/hash may be recorded.	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	266	Normative Rules	Only skipped_sensitive count/hash may be recorded.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_098	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	348	7.1 Account Ledger	Function: wallet/account movement ledger only.	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	221	Normative Rules	Function: wallet/account movement ledger only.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_099	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	362	7.1 Account Ledger	Existing schema must be preserved:	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	267	Normative Rules	Existing schema must be preserved:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_100	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	389	7.1 Account Ledger	Do not:	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	268	Normative Rules	Do not:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_101	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	411	7.1 Account Ledger	Examples that do not directly enter Account Ledger:	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	222	Normative Rules	Examples that do not directly enter Account Ledger:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_102	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	447	7.2 Credit Card	never double count purchase and payment	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	269	Normative Rules	never double count purchase and payment	YES	YES	YES	PRESERVED_EXACT	none
NKTB_103	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	496	7.4 Aset	price update  Aset update only, not Account Ledger	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	223	Normative Rules	price update  Aset update only, not Account Ledger	YES	YES	YES	PRESERVED_EXACT	none
NKTB_104	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	523	7.5 Cicilan Rumah	net worth must use home_value_mode to avoid double count	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	224	Normative Rules	net worth must use home_value_mode to avoid double count	YES	YES	YES	PRESERVED_EXACT	none
NKTB_105	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	543	7.6 Finance Events	what is the reconciliation status?	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	225	Normative Rules	what is the reconciliation status?	YES	YES	YES	PRESERVED_EXACT	none
NKTB_106	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	613	7.6 Finance Events	Never hard delete Finance Events.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	270	Normative Rules	Never hard delete Finance Events.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_107	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	616	7.6 Finance Events	Archived events must not enter active dashboard metrics.	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	226	Normative Rules	Archived events must not enter active dashboard metrics.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_108	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	617	7.6 Finance Events	All changes must be audit logged.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	271	Normative Rules	All changes must be audit logged.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_109	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	623	7.6 Finance Events	1. Create Finance Event: pending_write	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	30	Normative Rules	1. Create Finance Event: pending_write	YES	YES	YES	PRESERVED_EXACT	none
NKTB_110	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	624	7.6 Finance Events	2. Write Account Ledger if wallet movement exists	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	227	Normative Rules	2. Write Account Ledger if wallet movement exists	YES	YES	YES	PRESERVED_EXACT	none
NKTB_111	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	625	7.6 Finance Events	3. Write Domain Tab if domain detail exists	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	228	Normative Rules	3. Write Domain Tab if domain detail exists	YES	YES	YES	PRESERVED_EXACT	none
NKTB_112	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	626	7.6 Finance Events	4. Update Finance Event refs	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	272	Normative Rules	4. Update Finance Event refs	YES	YES	YES	PRESERVED_EXACT	none
NKTB_113	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	627	7.6 Finance Events	5. Set write_status = committed	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	273	Normative Rules	5. Set write_status = committed	YES	YES	YES	PRESERVED_EXACT	none
NKTB_114	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	628	7.6 Finance Events	6. Run light reconciliation	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	229	Normative Rules	6. Run light reconciliation	YES	YES	YES	PRESERVED_EXACT	none
NKTB_115	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	629	7.6 Finance Events	7. Set reconciliation_status = clean/warning/dirty	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	230	Normative Rules	7. Set reconciliation_status = clean/warning/dirty	YES	YES	YES	PRESERVED_EXACT	none
NKTB_116	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	638	7.7 Review Queue	Use Review Queue only when:	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	231	Normative Rules	Use Review Queue only when:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_117	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	648	7.7 Review Queue	manual approval required	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	274	Normative Rules	manual approval required	YES	YES	YES	PRESERVED_EXACT	none
NKTB_118	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	683	7.8 Audit Log	Review Queue approval	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	232	Normative Rules	Review Queue approval	YES	YES	YES	PRESERVED_EXACT	none
NKTB_119	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	685	7.8 Audit Log	reconciliation fix	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	233	Normative Rules	reconciliation fix	YES	YES	YES	PRESERVED_EXACT	none
NKTB_120	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	690	7.8 Audit Log	Manual Google Sheet edit audit can be added later. V1 only needs script/admin-level audit.	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	234	Normative Rules	Manual Google Sheet edit audit can be added later. V1 only needs script/admin-level audit.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_121	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	725	7.9 Email Ingestion Log	Do not store full email body.	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	275	Normative Rules	Do not store full email body.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_122	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	731	8. Partial Write Recovery	Apps Script can fail mid-write. Partial failure must not be silent.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	276	Normative Rules	Apps Script can fail mid-write. Partial failure must not be silent.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_123	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	746	8. Partial Write Recovery	write_status = partial_failed	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	277	Normative Rules	write_status = partial_failed	YES	YES	YES	PRESERVED_EXACT	none
NKTB_124	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	747	8. Partial Write Recovery	Data Status = Warning or Dirty depending on severity	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	31	Normative Rules	Data Status = Warning or Dirty depending on severity	YES	YES	YES	PRESERVED_EXACT	none
NKTB_125	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	748	8. Partial Write Recovery	Action Required: transaksi gagal commit sempurna	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	278	Normative Rules	Action Required: transaksi gagal commit sempurna	YES	YES	YES	PRESERVED_EXACT	none
NKTB_126	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	750	8. Partial Write Recovery	Admin command must support inspect/retry/fix	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	279	Normative Rules	Admin command must support inspect/retry/fix	YES	YES	YES	PRESERVED_EXACT	none
NKTB_127	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	807	9.2 Full Reconciliation	reconciliation_status = clean | warning | dirty	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	235	Normative Rules	reconciliation_status = clean | warning | dirty	YES	YES	YES	PRESERVED_EXACT	none
NKTB_128	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	817	10. Data Status	Dashboard topbar must show:	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	236	Normative Rules	Dashboard topbar must show:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_129	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	828	Trusted	no critical reconciliation issue	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	237	Normative Rules	no critical reconciliation issue	YES	YES	YES	PRESERVED_EXACT	none
NKTB_130	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	832	Trusted	pending clarification below threshold	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	32	Normative Rules	pending clarification below threshold	YES	YES	YES	PRESERVED_EXACT	none
NKTB_131	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	840	Warning	pending clarification	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	33	Normative Rules	pending clarification	YES	YES	YES	PRESERVED_EXACT	none
NKTB_132	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	860	Dirty	Dashboard must not look clean when Data Status is Warning or Dirty.	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	238	Normative Rules	Dashboard must not look clean when Data Status is Warning or Dirty.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_133	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	866	11. Net Worth Policy	Required setting:	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	280	Normative Rules	Required setting:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_134	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	869	11. Net Worth Policy	home_value_mode = gross_value | equity	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	281	Normative Rules	home_value_mode = gross_value | equity	YES	YES	YES	PRESERVED_EXACT	none
NKTB_135	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	875	11. Net Worth Policy	Net Worth =	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	239	Normative Rules	Net Worth =	YES	YES	YES	PRESERVED_EXACT	none
NKTB_136	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	888	11. Net Worth Policy	Net Worth =	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	240	Normative Rules	Net Worth =	YES	YES	YES	PRESERVED_EXACT	none
NKTB_137	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	900	11. Net Worth Policy	If home equity is already calculated, do not subtract remaining principal again.	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	282	Normative Rules	If home equity is already calculated, do not subtract remaining principal again.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_138	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	921	12. Dashboard Final Vision	Dashboard must answer:	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	241	Normative Rules	Dashboard must answer:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_139	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	924	12. Dashboard Final Vision	1. Kondisi keuangan saya sekarang bagaimana?	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	283	Normative Rules	1. Kondisi keuangan saya sekarang bagaimana?	YES	YES	YES	PRESERVED_EXACT	none
NKTB_140	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	925	12. Dashboard Final Vision	2. Apa yang perlu saya tindak hari ini?	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	284	Normative Rules	2. Apa yang perlu saya tindak hari ini?	YES	YES	YES	PRESERVED_EXACT	none
NKTB_141	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	926	12. Dashboard Final Vision	3. Angka ini bisa dipercaya atau tidak?	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	285	Normative Rules	3. Angka ini bisa dipercaya atau tidak?	YES	YES	YES	PRESERVED_EXACT	none
NKTB_142	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	927	12. Dashboard Final Vision	4. Domain mana yang sedang bermasalah?	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	286	Normative Rules	4. Domain mana yang sedang bermasalah?	YES	YES	YES	PRESERVED_EXACT	none
NKTB_143	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	928	12. Dashboard Final Vision	5. Spending saya membaik atau memburuk?	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	34	Normative Rules	5. Spending saya membaik atau memburuk?	YES	YES	YES	PRESERVED_EXACT	none
NKTB_144	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	960	12.2 Dashboard Layout	Action Required	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	287	Normative Rules	Action Required	YES	YES	YES	PRESERVED_EXACT	none
NKTB_145	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	972	12.3 Topbar	Must always show:	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	288	Normative Rules	Must always show:	YES	YES	YES	PRESERVED_EXACT	none
NKTB_146	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1001	12.4 Action Required	[WARNING] 2 pending clarification belum dijawab             [Jawab]	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	35	Normative Rules	[WARNING] 2 pending clarification belum dijawab             [Jawab]	YES	YES	YES	PRESERVED_EXACT	none
