relative_source_path	artifact_kind	program_family	effective_start	effective_end	period_basis	revision_flag	invalid_flag	canonical_use	currentness_note
2026/4. Apr/PL/1. PL SMH 1 periode 4-30 April 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-04-04	2026-04-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/1. PL SMH 2 periode 4-30 April 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-04-04	2026-04-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/1. PL SMH 3 periode 4-30 April 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-04-04	2026-04-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/1. Update PL SMH periode 4-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	SMH	2026-04-04	2026-04-30	FILENAME_EXPLICIT	YES	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/2. PL Premium 1 periode 4-30 April 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-04-04	2026-04-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/2. PL Premium 2 periode 4-30 April 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-04-04	2026-04-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/2. Update PL Premium periode 4-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	PREMIUM	2026-04-04	2026-04-30	FILENAME_EXPLICIT	YES	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/3. Update PL Run Out Periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	RUN_OUT	2026-04-01	2026-04-30	FILENAME_EXPLICIT	YES	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/3. Update PL Run Out Periode 1-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	RUN_OUT	2026-04-01	2026-04-30	FILENAME_EXPLICIT	YES	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/4. PL EV periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	EV	2026-04-01	2026-04-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/4. PL EV periode 1-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	EV	2026-04-01	2026-04-30	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/5. PL Stylo 160 MMC Series Periode 4-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	STYLO	2026-04-04	2026-04-30	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/5. PL Stylo MMC Series Periode 4-30 April 2026.jpg	PRICE_LIST_PRESENTATION	STYLO	2026-04-04	2026-04-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/6. Update MSW (Marketing Secret Weapon) periode 4-30 April 2026.png	MSW_VISUAL_SUMMARY	MSW_SUMMARY	2026-04-04	2026-04-30	FILENAME_EXPLICIT	YES	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/1. PL SMH 1 periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/1. PL SMH 2 periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/1. PL SMH periode 1-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	SMH	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/2. PL SMH Accessories periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	SMH_ACCESSORIES	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/2. PL SMH Accessories periode 1-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	SMH_ACCESSORIES	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/3. PL Premium 1 periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/3. PL Premium 2 periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/3. PL Premium periode 1-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	PREMIUM	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/4. PL Run Out Periode 1-30 April 2026.jpg	PRICE_LIST_PRESENTATION	RUN_OUT	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/4. PL Run Out Periode 1-30 April 2026.xlsx	PRICE_LIST_STRUCTURED	RUN_OUT	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/4. Apr/PL/PL SMH Periode 1-3 April 2026/6. MSW (Marketing Secret Weapon) periode 1-30 April 2026.jpeg	MSW_VISUAL_SUMMARY	MSW_SUMMARY	2026-04-01	2026-04-03	FOLDER_SCOPE_OVERRIDE	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/032 - Juklak Program Sales Support Periode Mei 2026_Dealer.pdf	PROGRAM_POLICY_JUKLAK	SALES_SUPPORT_POLICY	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/034 - Form Lamp. BAST program Voucher EM1 e Series & CUV e Series periode Mei 2026.xlsx	CLAIM_SUPPORT_FORM	EM1	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/034 - Juklak Program Sales Support Motor EV Periode Mei 2026_Dealer.pdf	PROGRAM_POLICY_JUKLAK	EV	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/036 - Form Lamp. BAST program Special Gift Honda periode Mei 2026.xlsx	CLAIM_SUPPORT_FORM	SPECIAL_GIFT_POLICY	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/036 - Juklak Program Special Gift Honda Periode Mei 2026.pdf	PROGRAM_POLICY_JUKLAK	SPECIAL_GIFT_POLICY	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/037 - Form Surat Informasi Syarat Klaim yang belum terpenuhi periode Mei 2026.docx	CLAIM_SUPPORT_FORM	CLAIM_POLICY	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/037 - Form Surat Konfirmasi penjualan yang tidak mengikuti program periode Mei 2026.docx	CLAIM_SUPPORT_FORM	OTHER	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/037 - Juklak Tata Cara Klaim Periode Mei 2026.pdf	PROGRAM_POLICY_JUKLAK	CLAIM_POLICY	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/Juklak/05. Data ID Sales Program Mei 2026.xlsx	PROGRAM_ID_MASTER	OTHER	2026-05-01	2026-05-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/1. PL SMH 1 periode 1-31 Mei 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/1. PL SMH 2 periode 1-31 Mei 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/1. PL SMH periode 1-31 Mei 2026.xlsx	PRICE_LIST_STRUCTURED	SMH	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/2. PL SMH Accessories periode 1-31 Mei 2026.jpg	PRICE_LIST_PRESENTATION	SMH_ACCESSORIES	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/2. PL SMH Accessories periode 1-31 Mei 2026.xlsx	PRICE_LIST_STRUCTURED	SMH_ACCESSORIES	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/3. PL Run Out Periode 1-31 Mei 2026.jpg	PRICE_LIST_PRESENTATION	RUN_OUT	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/3. PL Run Out Periode 1-31 Mei 2026.xlsx	PRICE_LIST_STRUCTURED	RUN_OUT	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/4. PL Premium 1 periode 1-31 Mei 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/4. PL Premium 2 periode 1-31 Mei 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/4. PL Premium periode 1-31 Mei 2026.xlsx	PRICE_LIST_STRUCTURED	PREMIUM	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/5. PL EV periode 1-31 Mei 2026.jpg	PRICE_LIST_PRESENTATION	EV	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/5. PL EV periode 1-31 Mei 2026.xlsx	PRICE_LIST_STRUCTURED	EV	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/5. Mei/MSW/6. MSW (Marketing Secret Weapon) periode 1-31 Mei 2026.jpeg	MSW_VISUAL_SUMMARY	MSW_SUMMARY	2026-05-01	2026-05-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/Juklak/041 - Juklak Program Sales Support Periode Juni 2026_Dealer.pdf	PROGRAM_POLICY_JUKLAK	SALES_SUPPORT_POLICY	2026-06-01	2026-06-30	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/Juklak/043 - Form Surat Konfirmasi penjualan yang tidak mengikuti program periode Juni 2026.docx	CLAIM_SUPPORT_FORM	OTHER	2026-06-01	2026-06-30	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/Juklak/043 - Juklak Tata Cara Klaim Periode Juni 2026.pdf	PROGRAM_POLICY_JUKLAK	CLAIM_POLICY	2026-06-01	2026-06-30	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/Juklak/06. Data ID Sales Program Juni 2026.xlsx	PROGRAM_ID_MASTER	OTHER	2026-06-01	2026-06-30	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/045 - Juklak program khusus tipe EM1 e Series periode 13-30 Juni 2026_Finco.pdf	PROGRAM_POLICY_JUKLAK	EM1	2026-06-13	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/1. PL SMH 1 periode 1-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/1. PL SMH 2 periode 1-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/1. PL SMH periode 1-30 Juni 2026.xlsx	PRICE_LIST_STRUCTURED	SMH	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/2. PL SMH Accessories periode 1-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	SMH_ACCESSORIES	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/2. PL SMH Accessories periode 1-30 Juni 2026.xlsx	PRICE_LIST_STRUCTURED	SMH_ACCESSORIES	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/3. PL Run Out Periode 1-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	RUN_OUT	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/3. PL Run Out Periode 1-30 Juni 2026.xlsx	PRICE_LIST_STRUCTURED	RUN_OUT	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/4. PL Premium 1 periode 1-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/4. PL Premium 2 periode 1-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/4. PL Premium periode 1-30 Juni 2026.xlsx	PRICE_LIST_STRUCTURED	PREMIUM	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/5. PL EV periode 1-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	EV	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/5. PL EV periode 1-30 Juni 2026.xlsx	PRICE_LIST_STRUCTURED	EV	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/6. MSW (Marketing Secret Weapon) periode 1-30 Juni 2026.jpeg	MSW_VISUAL_SUMMARY	MSW_SUMMARY	2026-06-01	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/6. Juni/MSW/7. PL EM1 periode 13-30 Juni 2026.jpg	PRICE_LIST_PRESENTATION	EM1	2026-06-13	2026-06-30	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/JUKLAK/046 - Juklak Program Sales Support Periode Juli 2026_Dealer.pdf	PROGRAM_POLICY_JUKLAK	SALES_SUPPORT_POLICY	2026-07-01	2026-07-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/JUKLAK/048 - Form Lamp. BAST program Special Gift Honda periode Juli 2026.xlsx	CLAIM_SUPPORT_FORM	SPECIAL_GIFT_POLICY	2026-07-01	2026-07-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/JUKLAK/048 - Juklak Program Special Gift Honda Periode Juli 2026.pdf	PROGRAM_POLICY_JUKLAK	SPECIAL_GIFT_POLICY	2026-07-01	2026-07-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/JUKLAK/049 - Form Surat Informasi Syarat Klaim yang belum terpenuhi periode Juli 2026.docx	CLAIM_SUPPORT_FORM	CLAIM_POLICY	2026-07-01	2026-07-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/JUKLAK/049 - Form Surat Konfirmasi penjualan yang tidak mengikuti program periode Juli 2026.docx	CLAIM_SUPPORT_FORM	OTHER	2026-07-01	2026-07-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/JUKLAK/049 - Juklak Tata Cara Klaim Periode Juli 2026.pdf	PROGRAM_POLICY_JUKLAK	CLAIM_POLICY	2026-07-01	2026-07-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/JUKLAK/07. Data ID Sales Program Juli 2026.xlsx	PROGRAM_ID_MASTER	OTHER	2026-07-01	2026-07-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/1. PL SMH 1 periode 2-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-07-02	2026-07-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/1. PL SMH 2 periode 2-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-07-02	2026-07-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/1. PL SMH periode 2-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	SMH	2026-07-02	2026-07-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/2. PL SMH Accessories periode 2-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	SMH_ACCESSORIES	2026-07-02	2026-07-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/2. PL SMH Accessories periode 2-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	SMH_ACCESSORIES	2026-07-02	2026-07-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/3. Update PL BeAT MMC & New Vario Evo 160 Series Periode 3-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	BEAT_MMC	2026-07-03	2026-07-31	FILENAME_EXPLICIT	YES	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/3. Update PL BeAT MMC & New Vario Evo 160 Series Periode 3-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	BEAT_MMC	2026-07-03	2026-07-31	FILENAME_EXPLICIT	YES	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/5. PL Premium 1 periode 1-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/5. PL Premium 2 periode 1-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/5. PL Premium periode 1-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	PREMIUM	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/6. PL EV periode 1-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	EV	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/6. PL EV periode 1-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	EV	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/7. MSW (Marketing Secret Weapon) periode 2-31 Juli 2026.jpg	MSW_VISUAL_SUMMARY	MSW_SUMMARY	2026-07-02	2026-07-31	FILENAME_EXPLICIT	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/1. PL SMH 1 periode 1-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
