source_id	source_file	unit_type	unit_number	unit_title	unit_class	semantic_dimensions	semantic_payload	visual_semantics	numerical_semantics	procedural_semantics	case_or_example	current_historical_state	relationships	redundancy_target	unresolved	dossier_anchor	public_safety_state
WD-SRC-020	12. PICA.pptx	slide	15	Slide 15	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 15 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 15.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-15	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	16	Slide 16	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 16 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 16.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-16	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	17	Slide 17	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 17 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 17.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-17	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	18	Slide 18	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 18 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 18.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-18	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	19	Slide 19	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 19 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 19.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-19	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	20	Slide 20	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 20 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 20.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-20	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	21	Slide 21	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 21 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 21.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-21	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	22	Slide 22	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 22 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 22.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-22	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	23	Slide 23	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 23 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 23.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-23	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	24	Slide 24	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 24 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 24.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-24	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	25	Slide 25	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 25 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 25.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-25	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	26	Slide 26	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 26 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 26.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-26	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	27	Slide 27	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 27 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 27.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-27	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	28	Slide 28	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 28 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 28.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-28	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	29	Slide 29	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 29 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 29.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-29	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	30	Slide 30	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 30 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 30.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-30	PUBLIC_SAFE_PARAPHRASED
WD-SRC-020	12. PICA.pptx	slide	31	Slide 31	SUBSTANTIVE	CONCEPTUAL|PROCEDURAL|DIAGNOSTIC|NUMERICAL|VISUAL	Slide 31 structural presentation unit.	Structured slide layout containing bullet points, organizational hierarchy, and process flow.	Qualitative procedural logic.	Operational guidance and execution steps detailed on Slide 31.	General framework guidance.	HISTORICAL_BASELINE_2023_2024	Part of 12. PICA.pptx presentation sequence		NONE	#unit-slide-31	PUBLIC_SAFE_PARAPHRASED
